ChEMBL_ID,canonical_smiles,IC50,IC50_units,Assay_Description
CHEMBL478517,O=c1[nH]c2occ(-c3ccc(Cl)c(Cl)c3)c2n2cccc12,50000.0,nM,Inhibition of CDK5
CHEMBL478704,COc1ccc(-c2coc3[nH]c(=O)c4cccn4c23)cc1OC,50000.0,nM,Inhibition of CDK5
CHEMBL34267,COc1ccc(-c2csc3c2-n2cccc2C3=O)cc1OCc1ccccc1,,,Inhibition of CDK5
CHEMBL287508,COc1ccc(-c2csc3c2-n2cccc2C3=O)cc1O,,,Inhibition of CDK5
CHEMBL476236,O=C1c2[nH]cc(-c3ccc(Cl)cc3)c2-n2cccc21,50000.0,nM,Inhibition of CDK5
CHEMBL35864,COc1ccc(-c2c[nH]c3c2-n2cccc2C3=O)cc1OC,50000.0,nM,Inhibition of CDK5
CHEMBL507162,COc1ccc(-c2c[nH]c3c2-n2cccc2C3=O)cc1OCc1ccccc1,50000.0,nM,Inhibition of CDK5
CHEMBL518732,COc1ccc(-c2c[nH]c3c2-n2cccc2C3=O)cc1O,30000.0,nM,Inhibition of CDK5
CHEMBL286423,COc1ccc(-c2coc3c2-n2cccc2C3=O)cc1OC,50000.0,nM,Inhibition of CDK5
CHEMBL476851,COc1ccc(-c2c[nH]c3c2-n2cccc2/C3=N/O)cc1OCc1ccccc1,14000.0,nM,Inhibition of CDK5
CHEMBL444169,COc1ccc(-c2c[nH]c3c2-n2cccc2/C3=N/O)cc1O,3200.0,nM,Inhibition of CDK5
CHEMBL221959,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,10000.0,nM,Inhibition of Cdk5
CHEMBL516640,COc1ccc(-n2cnc3ccc(-c4nnc(SCc5cccc(C#N)c5)o4)cc32)cc1,10000.0,nM,Inhibition of CDK5
CHEMBL574588,Cc1ccc(-c2ccc3occ(-c4ccc([S@+](C)[O-])cc4)c3c2)o1,10000.0,nM,Inhibition of CDK5 by [gamma-33-P]ATP based assay
CHEMBL574613,CC[S@+]([O-])c1ccc(-c2coc3ccc(-c4ccc(C)o4)cc23)cc1,10000.0,nM,Inhibition of CDK5 by [gamma-33-P]ATP based assay
CHEMBL240799,O=C1Nc2ccccc2CN1c1csc(-c2ccncc2)n1,79.0,nM,Inhibition of human CDK5
CHEMBL235764,O=c1[nH]c2ccccc2cc1-c1csc(-c2ccncc2)n1,54.0,nM,Inhibition of human CDK5
CHEMBL577030,CCOC(=O)c1cc(-c2csc(-c3ccncc3)n2)c(=O)[nH]c1C,131.0,nM,Inhibition of human CDK5
CHEMBL1077347,N#Cc1c(N)cc2[nH]nc(N)c2c1-c1ccccc1,11000.0,nM,Inhibition of CDK5
CHEMBL1080583,CCC(CO)Nc1nc(Nc2cccc(-c3ccccn3)c2)c2ncn(C(C)C)c2n1,80.0,nM,Inhibition of CDK5
CHEMBL409450,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\O,83.0,nM,Inhibition of CDK5
CHEMBL373834,O=Nc1c(-c2c(O)[nH]c3c(Br)cccc23)[nH]c2ccccc12,33000.0,nM,Inhibition of CDK5
CHEMBL1081198,O=C(Nc1cccc(-c2cn3ccnc3c(NCc3ccncc3)n2)c1)Nc1cccc(C(F)(F)F)c1,50000.0,nM,Inhibition of CDK5 after 1 hr
CHEMBL1090360,O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)c1,1000.0,nM,Inhibition of CDK5
CHEMBL225519,O=C1NCCc2[nH]c(-c3ccncc3)cc21,460.0,nM,Inhibition of cdk5
CHEMBL1242977,CNc1nccc(-c2cccnc2Oc2ccc(NC(=O)c3cccc(C(F)(F)F)c3)cc2C)n1,8000.0,nM,Inhibition of CDK5 by HTRF assay
CHEMBL1243200,CNc1nccc(-c2cccnc2Oc2ccc(NC(=O)c3ccccc3Nc3ccccc3)cc2)n1,1000.0,nM,Inhibition of CDK5 by HTRF assay
CHEMBL1243326,CNc1nccc(-c2cccnc2Oc2ccc(Nc3nnc(-c4ccc(F)cc4)c4ccccc34)cc2)n1,25000.0,nM,Inhibition of CDK5 by HTRF assay
CHEMBL280074,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21,3000.0,nM,Inhibition of CDK5
CHEMBL14762,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,160.0,nM,Inhibition of CDK5
CHEMBL1242367,CCNc1cc(N[C@H]2CC[C@@H](O)CC2)nc(Nc2ccc3c(ccn3Cc3ccccc3)c2)n1,25000.0,nM,Inhibition of CDK5
CHEMBL258805,COc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2,65.0,nM,Inhibition of CDK5
CHEMBL50894,O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2ccccc2N1,40.0,nM,Inhibition of CDK5
CHEMBL1241758,O=C(Nc1cc(C2CCC2)c[nH]1)Nc1cccc2ccncc12,5.0,nM,Inhibition of CDK5
CHEMBL362560,COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NNC(=O)c4ccc(O)cc4)cccc2-3)cc1,5.0,nM,Inhibition of CDK5
CHEMBL115220,O=C(Cc1ccc2ccccc2c1)Nc1cc(C2CC2)n[nH]1,114.0,nM,Inhibition of CDK5
CHEMBL1241935,CC1(C)CC2(C)Nc3cc(-c4ccc5c(c4)NC4(C)CC(C)(C)NC(=S)N54)ccc3N2C(=S)N1,25000.0,nM,Inhibition of CDK5
CHEMBL259850,COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1,100000.0,nM,Inhibition of CDK5 at 10 mM
CHEMBL14762,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,160.0,nM,Inhibition of CDK5
CHEMBL50498,Nc1nccc(-c2c[nH]c3cccc(O)c23)n1,3500.0,nM,Inhibition of CDK5
CHEMBL1173442,C[C@H]1C/C=C/[C@@H](O)[C@@H](O)CC/C=C/c2cc(O)cc(O)c2C(=O)O1,6000.0,nM,Inhibition of CDK5
CHEMBL2205766,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccn3nc(N)nc3c2)c1,10000.0,nM,Inhibition of CDK5
CHEMBL605320,c1ccc2c(c1)nc(NCCN1CCOCC1)c1c3ccccc3[nH]c21,50000000.0,nM,Inhibition of CDK5 (unknown origin)
CHEMBL2297165,CCN(Cc1cn2ccccc2n1)Cc1nc2cc(OC)c(OC)cc2c(=O)[nH]1,50000000.0,nM,Inhibition of CDK5 (unknown origin)
CHEMBL361708,NC1=NC(=O)/C(=C2\CCNC(=O)c3[nH]c(Br)cc32)N1,30.0,nM,Inhibition of CDK5 (unknown origin)
CHEMBL464381,CC1=C(O)[C@@H](C/C(C)=C/CCC(C)/C=C/C=C(\C)CCCc2ccoc2)OC1=O,25118.86,nM,Inhibition of human recombinant CDK5 using histone H1 as substrate and [gamma33P]-ATP after 20 mins by scintillation counting
CHEMBL464381,CC1=C(O)[C@@H](C/C(C)=C/CCC(C)/C=C/C=C(\C)CCCc2ccoc2)OC1=O,25000.0,nM,Inhibition of human recombinant CDK5 using histone H1 as substrate and [gamma33P]-ATP after 20 mins by scintillation counting
CHEMBL2321962,O=C1Nc2c(Br)cccc2/C1=C1/Nc2cc(C(=O)O)ccc2/C1=N\O,10000.0,nM,Inhibition of human recombinant CDK5
CHEMBL2321960,COC(=O)c1ccc2c(c1)NC(=C1\C(=O)Nc3c(Br)cccc31)/C2=N/O,10000.0,nM,Inhibition of human recombinant CDK5
CHEMBL2321957,COC(=O)c1ccc2c(c1)C(=N\O)/C(=C1/C(=O)N(C)c3c(Br)cccc31)N2,10000.0,nM,Inhibition of human recombinant CDK5
CHEMBL1233659,O=C1Nc2c(Br)cccc2/C1=C1/Nc2ccc(C(=O)O)cc2/C1=N\O,10000.0,nM,Inhibition of human recombinant CDK5
CHEMBL2321956,O=C1Nc2c(cccc2C(F)(F)F)/C1=C1/Nc2ccc(-c3nnn[nH]3)cc2/C1=N\O,10000.0,nM,Inhibition of human recombinant CDK5
CHEMBL2321955,N#Cc1ccc2c(c1)C(=N\O)/C(=C1/C(=O)Nc3c1cccc3C(F)(F)F)N2,10000.0,nM,Inhibition of human recombinant CDK5
CHEMBL2321954,COC(=O)c1ccc2c(c1)C(=N\O)/C(=C1/C(=O)Nc3c1cccc3C(F)(F)F)N2,10000.0,nM,Inhibition of human recombinant CDK5
CHEMBL2321953,COC(=O)c1ccc2c(c1)C(=N\O)/C(=C1/C(=O)Nc3c(Br)cccc31)N2,10000.0,nM,Inhibition of human recombinant CDK5
CHEMBL213454,Cn1c(O)c(-c2[nH]c3ccccc3c2N=O)c2cccc(Br)c21,10000.0,nM,Inhibition of human recombinant CDK5
CHEMBL2321949,O=C1Nc2c(cccc2C(F)(F)F)/C1=C1/Nc2ccccc2/C1=N\O,10000.0,nM,Inhibition of human recombinant CDK5
CHEMBL2321947,O=C1Nc2c(Br)cccc2/C1=C1/Nc2ccc(CO)cc2C1=O,10000.0,nM,Inhibition of human recombinant CDK5
CHEMBL2321946,O=C1Nc2c(cccc2C(F)(F)F)/C1=C1/Nc2cc(C(=O)O)ccc2C1=O,10000.0,nM,Inhibition of human recombinant CDK5
CHEMBL2321945,O=C1Nc2c(Br)cccc2/C1=C1/Nc2cc(C(=O)O)ccc2C1=O,10000.0,nM,Inhibition of human recombinant CDK5
CHEMBL2322019,COC(=O)c1ccc2c(c1)N/C(=C1\C(=O)Nc3c1cccc3C(F)(F)F)C2=O,10000.0,nM,Inhibition of human recombinant CDK5
CHEMBL2321975,COC(=O)c1ccc2c(c1)N/C(=C1\C(=O)Nc3c(Br)cccc31)C2=O,10000.0,nM,Inhibition of human recombinant CDK5
CHEMBL2321974,O=C1Nc2ccccc2/C1=C1/Nc2cc(C(=O)O)ccc2C1=O,10000.0,nM,Inhibition of human recombinant CDK5
CHEMBL2321973,COC(=O)c1ccc2c(c1)C(=O)/C(=C1/C(=O)N(C)c3c(Br)cccc31)N2,10000.0,nM,Inhibition of human recombinant CDK5
CHEMBL2321972,O=C1Nc2c(cccc2C(F)(F)F)/C1=C1/Nc2ccc(-c3nnn[nH]3)cc2C1=O,10000.0,nM,Inhibition of human recombinant CDK5
CHEMBL2321971,N#Cc1ccc2c(c1)C(=O)/C(=C1/C(=O)Nc3c1cccc3C(F)(F)F)N2,10000.0,nM,Inhibition of human recombinant CDK5
CHEMBL2321970,COC(=O)c1ccc2c(c1)C(=O)/C(=C1/C(=O)Nc3c1cccc3C(F)(F)F)N2,10000.0,nM,Inhibition of human recombinant CDK5
CHEMBL2321969,COC(=O)c1ccc2c(c1)C(=O)/C(=C1/C(=O)Nc3c(Br)cccc31)N2,10000.0,nM,Inhibition of human recombinant CDK5
CHEMBL2321967,COC(=O)c1ccc2c(c1)C(=O)/C(=C1/C(=O)Nc3ccccc31)N2,10000.0,nM,Inhibition of human recombinant CDK5
CHEMBL375870,Cn1c(O)c(C2=Nc3ccccc3C2=O)c2cccc(Br)c21,10000.0,nM,Inhibition of human recombinant CDK5
CHEMBL373834,O=Nc1c(-c2c(O)[nH]c3c(Br)cccc23)[nH]c2ccccc12,10000.0,nM,Inhibition of human recombinant CDK5
CHEMBL2321968,O=C1Nc2ccccc2/C1=C1/Nc2ccc(C(=O)O)cc2C1=O,3400.0,nM,Inhibition of human recombinant CDK5
CHEMBL2321959,O=C1Nc2ccccc2/C1=C1/Nc2cc(C(=O)O)ccc2/C1=N\O,3300.0,nM,Inhibition of human recombinant CDK5
CHEMBL2321963,O=C1Nc2c(cccc2C(F)(F)F)/C1=C1/Nc2cc(C(=O)O)ccc2/C1=N\O,3100.0,nM,Inhibition of human recombinant CDK5
CHEMBL2321961,COC(=O)c1ccc2c(c1)NC(=C1\C(=O)Nc3c1cccc3C(F)(F)F)/C2=N/O,1700.0,nM,Inhibition of human recombinant CDK5
CHEMBL2321878,O=C1Nc2c(cccc2C(F)(F)F)/C1=C1/Nc2ccc(C(=O)O)cc2/C1=N\O,1600.0,nM,Inhibition of human recombinant CDK5
CHEMBL2321965,O=C1Nc2c(Br)cccc2/C1=C1/Nc2ccc(/C=N\O)cc2/C1=N\O,600.0,nM,Inhibition of human recombinant CDK5
CHEMBL2321952,O=C1Nc2ccccc2/C1=C1/Nc2ccc(C(=O)O)cc2/C1=N\O,530.0,nM,Inhibition of human recombinant CDK5
CHEMBL2321951,COC(=O)c1ccc2c(c1)C(=N\O)/C(=C1/C(=O)Nc3ccccc31)N2,520.0,nM,Inhibition of human recombinant CDK5
CHEMBL2321964,O=C1Nc2c(Br)cccc2/C1=C1/Nc2ccc(CO)cc2/C1=N\O,400.0,nM,Inhibition of human recombinant CDK5
CHEMBL2321958,CN1C(=O)/C(=C2\Nc3ccc(C(=O)O)cc3\C2=N/O)c2cccc(Br)c21,200.0,nM,Inhibition of human recombinant CDK5
CHEMBL2321948,O=C1Nc2c(Br)cccc2/C1=C1/Nc2ccc(/C=N/O)cc2C1=O,200.0,nM,Inhibition of human recombinant CDK5
CHEMBL409450,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\O,83.0,nM,Inhibition of human recombinant CDK5
CHEMBL2391102,CC(=O)Nc1cc(-c2nnc(SCc3ccc(-c4ccccc4C#N)cc3)o2)ccn1,100000.0,nM,Inhibition of human recombinant Cdk5/p35 by FRET assay
CHEMBL2391101,CC(=O)Nc1cc(-c2nnc(SCc3cccc(C#N)c3)o2)ccn1,100000.0,nM,Inhibition of human recombinant Cdk5/p35 by FRET assay
CHEMBL2391100,CC(=O)Nc1cc(-c2nnc(SCc3ccccc3)o2)ccn1,100000.0,nM,Inhibition of human recombinant Cdk5/p35 by FRET assay
CHEMBL2391099,c1ccc(-c2ccc(CSc3nnc(-c4ccncc4)o3)cc2)cc1,100000.0,nM,Inhibition of human recombinant Cdk5/p35 by FRET assay
CHEMBL2391098,N#Cc1cc(F)ccc1-c1ccc(CSc2nnc(-c3ccncc3)o2)cc1,100000.0,nM,Inhibition of human recombinant Cdk5/p35 by FRET assay
CHEMBL2391131,COc1ccc(-c2ccc(CSc3nnc(-c4ccncc4)o3)cc2)cc1,100000.0,nM,Inhibition of human recombinant Cdk5/p35 by FRET assay
CHEMBL2390958,N#Cc1ccc(-c2ccc(CSc3nnc(-c4ccncc4)o3)cc2)cc1,100000.0,nM,Inhibition of human recombinant Cdk5/p35 by FRET assay
CHEMBL2391132,N#Cc1cccc(-c2ccc(CSc3nnc(-c4ccncc4)o3)cc2)c1,100000.0,nM,Inhibition of human recombinant Cdk5/p35 by FRET assay
CHEMBL2391133,O=[N+]([O-])c1ccccc1-c1ccc(CSc2nnc(-c3ccncc3)o2)cc1,100000.0,nM,Inhibition of human recombinant Cdk5/p35 by FRET assay
CHEMBL2391117,Fc1cc(F)cc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)c1,100000.0,nM,Inhibition of human recombinant Cdk5/p35 by FRET assay
CHEMBL2391118,COc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)c(C#N)c1,100000.0,nM,Inhibition of human recombinant Cdk5/p35 by FRET assay
CHEMBL2391119,COc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)cc1,100000.0,nM,Inhibition of human recombinant Cdk5/p35 by FRET assay
CHEMBL2391120,O=[N+]([O-])c1cccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)c1,100000.0,nM,Inhibition of human recombinant Cdk5/p35 by FRET assay
CHEMBL2391121,N#Cc1cccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)c1,100000.0,nM,Inhibition of human recombinant Cdk5/p35 by FRET assay
CHEMBL2391122,O=[N+]([O-])c1ccccc1-c1ccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)cc1,100000.0,nM,Inhibition of human recombinant Cdk5/p35 by FRET assay
CHEMBL2391123,c1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)cc1,100000.0,nM,Inhibition of human recombinant Cdk5/p35 by FRET assay
CHEMBL2391124,Fc1cc(F)cc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)c1,100000.0,nM,Inhibition of human recombinant Cdk5/p35 by FRET assay
CHEMBL2391125,COc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)c(C#N)c1,100000.0,nM,Inhibition of human recombinant Cdk5/p35 by FRET assay
CHEMBL2391126,COc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)cc1,100000.0,nM,Inhibition of human recombinant Cdk5/p35 by FRET assay
CHEMBL2391127,N#Cc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)cc1,100000.0,nM,Inhibition of human recombinant Cdk5/p35 by FRET assay
CHEMBL2391128,O=[N+]([O-])c1cccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)c1,100000.0,nM,Inhibition of human recombinant Cdk5/p35 by FRET assay
CHEMBL2391130,N#Cc1cccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)c1,100000.0,nM,Inhibition of human recombinant Cdk5/p35 by FRET assay
CHEMBL2391129,O=[N+]([O-])c1ccccc1-c1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)cc1,100000.0,nM,Inhibition of human recombinant Cdk5/p35 by FRET assay
CHEMBL191003,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,12.59,nM,Inhibition of CDK5 (unknown origin)
CHEMBL2426395,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(OC)cc2)cc1,1093.0,nM,Inhibition of CDK5 (unknown origin) using histone H1 as substrate after 10 mins in presence of [gamma-32P]-ATP
CHEMBL2426391,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(F)cc2)cc1,1178.0,nM,Inhibition of CDK5 (unknown origin) using histone H1 as substrate after 10 mins in presence of [gamma-32P]-ATP
CHEMBL2426387,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(Cl)cc2)cc1,1356.0,nM,Inhibition of CDK5 (unknown origin) using histone H1 as substrate after 10 mins in presence of [gamma-32P]-ATP
CHEMBL2426383,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(C)cc2)cc1,1420.0,nM,Inhibition of CDK5 (unknown origin) using histone H1 as substrate after 10 mins in presence of [gamma-32P]-ATP
CHEMBL2426399,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccccc2)cc1,1502.0,nM,Inhibition of CDK5 (unknown origin) using histone H1 as substrate after 10 mins in presence of [gamma-32P]-ATP
CHEMBL3219057,COc1ccc2[nH]c(-c3ccccc3)c(-c3ccncc3)c2n1,10000.0,nM,Inhibition of CDK5 (unknown origin)
CHEMBL3219058,COc1ccc2[nH]c(-c3ccccc3O)c(-c3ccncc3)c2n1,10000.0,nM,Inhibition of CDK5 (unknown origin)
CHEMBL3219059,COc1ccc2[nH]c(-c3cccc(O)c3)c(-c3ccncc3)c2n1,10000.0,nM,Inhibition of CDK5 (unknown origin)
CHEMBL3219060,COc1ccc2[nH]c(-c3ccc(O)cc3)c(-c3ccncc3)c2n1,10000.0,nM,Inhibition of CDK5 (unknown origin)
CHEMBL3219061,COc1ccc2[nH]c(-c3cccc(F)c3)c(-c3ccncc3)c2n1,10000.0,nM,Inhibition of CDK5 (unknown origin)
CHEMBL3219062,COc1ccc2[nH]c(-c3ccc4cc(O)ccc4c3)c(-c3ccncc3)c2n1,10000.0,nM,Inhibition of CDK5 (unknown origin)
CHEMBL3219063,COc1ccc2[nH]c(-c3cc(O)cc(O)c3)c(-c3ccncc3)c2n1,10000.0,nM,Inhibition of CDK5 (unknown origin)
CHEMBL3219064,COc1ccc2[nH]c(-c3cccc(O)c3)c(-c3cccnc3)c2n1,10000.0,nM,Inhibition of CDK5 (unknown origin)
CHEMBL3219065,COc1ccc2[nH]c(-c3cccc(O)c3)c(-c3ccccn3)c2n1,10000.0,nM,Inhibition of CDK5 (unknown origin)
CHEMBL3297830,Cn1c2c(O)cccc2c(=O)c2c3c(c4c(c21)C=CC(C)(C)O4)C=C(O)C(C)(C)O3,10000.0,nM,Inhibition of CDK5 (unknown origin) assessed as inhibition of phosphate incorporation into substrate in presence of radiolabeled ATP
CHEMBL3297831,Cn1c2c(O)cccc2c(=O)c2c3occc3c3c(c21)C=CC(C)(C)O3,10000.0,nM,Inhibition of CDK5 (unknown origin) assessed as inhibition of phosphate incorporation into substrate in presence of radiolabeled ATP
CHEMBL452220,CC1(C)C=Cc2c(cc(O)c3c(=O)c4cccc(O)c4[nH]c23)O1,10000.0,nM,Inhibition of CDK5 (unknown origin) assessed as inhibition of phosphate incorporation into substrate in presence of radiolabeled ATP
CHEMBL3297832,COc1c(O)ccc2c(=O)c3c(O)cc4c(c3[nH]c12)C=CC(C)(C)O4,9000.0,nM,Inhibition of CDK5 (unknown origin) assessed as inhibition of phosphate incorporation into substrate in presence of radiolabeled ATP
CHEMBL409450,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\O,85.0,nM,Inhibition of CDK5 (unknown origin) assessed as inhibition of phosphate incorporation into substrate in presence of radiolabeled ATP
CHEMBL3589653,O=C(O)c1nc2ccccc2c2[nH]c3ccccc3c12,10000.0,nM,Inhibition of human recombinant CDK5 using [gamma-33P]ATP as substrate after 30 mins by scintillation counting analysis
CHEMBL3589654,CC(C)(C)c1ccc2[nH]c3c4ccccc4nc(C(=O)O)c3c2c1,10000.0,nM,Inhibition of human recombinant CDK5 using [gamma-33P]ATP as substrate after 30 mins by scintillation counting analysis
CHEMBL3589655,O=C(O)c1nc2ccccc2c2[nH]c3ccc(C(F)(F)F)cc3c12,10000.0,nM,Inhibition of human recombinant CDK5 using [gamma-33P]ATP as substrate after 30 mins by scintillation counting analysis
CHEMBL3589656,O=C(O)c1nc2ccccc2c2[nH]c3ccc([N+](=O)[O-])cc3c12,10000.0,nM,Inhibition of human recombinant CDK5 using [gamma-33P]ATP as substrate after 30 mins by scintillation counting analysis
CHEMBL3589657,Cc1ccc2[nH]c3c4ccccc4nc(C(=O)O)c3c2c1,10000.0,nM,Inhibition of human recombinant CDK5 using [gamma-33P]ATP as substrate after 30 mins by scintillation counting analysis
CHEMBL3589658,O=C(O)c1ccc2[nH]c3c4ccccc4nc(C(=O)O)c3c2c1,10000.0,nM,Inhibition of human recombinant CDK5 using [gamma-33P]ATP as substrate after 30 mins by scintillation counting analysis
CHEMBL3589659,O=C(O)c1nc2ccc(I)cc2c2[nH]c3ccc(Cl)cc3c12,10000.0,nM,Inhibition of human recombinant CDK5 using [gamma-33P]ATP as substrate after 30 mins by scintillation counting analysis
CHEMBL3589660,O=C(O)c1nc2ccccc2c2[nH]c3c(Cl)cccc3c12,10000.0,nM,Inhibition of human recombinant CDK5 using [gamma-33P]ATP as substrate after 30 mins by scintillation counting analysis
CHEMBL3589661,O=C(O)c1nc2ccccc2c2[nH]c3c(Br)cccc3c12,100000.0,nM,Inhibition of human recombinant CDK5 using [gamma-33P]ATP as substrate after 30 mins by scintillation counting analysis
CHEMBL3589662,O=C(O)c1nc2ccccc2c2[nH]c3c(I)cccc3c12,10000.0,nM,Inhibition of human recombinant CDK5 using [gamma-33P]ATP as substrate after 30 mins by scintillation counting analysis
CHEMBL3589663,COc1cccc2c1[nH]c1c3ccccc3nc(C(=O)O)c21,10000.0,nM,Inhibition of human recombinant CDK5 using [gamma-33P]ATP as substrate after 30 mins by scintillation counting analysis
CHEMBL3589664,COc1ccc2c(c1)nc(C(=O)O)c1c3cccc(F)c3[nH]c21,10000.0,nM,Inhibition of human recombinant CDK5 using [gamma-33P]ATP as substrate after 30 mins by scintillation counting analysis
CHEMBL3589665,COc1ccc2c(c1)nc(C(=O)O)c1c3cccc(Cl)c3[nH]c21,10000.0,nM,Inhibition of human recombinant CDK5 using [gamma-33P]ATP as substrate after 30 mins by scintillation counting analysis
CHEMBL3589666,COc1ccc2c(c1)nc(C(=O)O)c1c3cccc(Br)c3[nH]c21,10000.0,nM,Inhibition of human recombinant CDK5 using [gamma-33P]ATP as substrate after 30 mins by scintillation counting analysis
CHEMBL3589667,COc1ccc2c(c1)nc(C(=O)O)c1c3cccc(I)c3[nH]c21,10000.0,nM,Inhibition of human recombinant CDK5 using [gamma-33P]ATP as substrate after 30 mins by scintillation counting analysis
CHEMBL3589668,O=C(O)c1nc2cc(Cl)ccc2c2[nH]c3c(Cl)cccc3c12,10000.0,nM,Inhibition of human recombinant CDK5 using [gamma-33P]ATP as substrate after 30 mins by scintillation counting analysis
CHEMBL3589669,CCOc1ccc2c(c1)nc(C(=O)O)c1c3cccc(Cl)c3[nH]c21,10000.0,nM,Inhibition of human recombinant CDK5 using [gamma-33P]ATP as substrate after 30 mins by scintillation counting analysis
CHEMBL3589670,O=C(O)c1nc2ccc(I)cc2c2[nH]c3c(F)cccc3c12,10000.0,nM,Inhibition of human recombinant CDK5 using [gamma-33P]ATP as substrate after 30 mins by scintillation counting analysis
CHEMBL3589671,O=C(O)c1nc2ccc(I)cc2c2[nH]c3c(Cl)cccc3c12,10000.0,nM,Inhibition of human recombinant CDK5 using [gamma-33P]ATP as substrate after 30 mins by scintillation counting analysis
CHEMBL3589672,O=C(O)c1nc2ccc(I)cc2c2[nH]c3c(Br)cccc3c12,10000.0,nM,Inhibition of human recombinant CDK5 using [gamma-33P]ATP as substrate after 30 mins by scintillation counting analysis
CHEMBL3589673,COc1ccc2nc(C(=O)O)c3c4cccc(Cl)c4[nH]c3c2c1,10000.0,nM,Inhibition of human recombinant CDK5 using [gamma-33P]ATP as substrate after 30 mins by scintillation counting analysis
CHEMBL3589674,COc1cccc(-c2ccc3nc(C(=O)O)c4c5cccc(Cl)c5[nH]c4c3c2)c1,10000.0,nM,Inhibition of human recombinant CDK5 using [gamma-33P]ATP as substrate after 30 mins by scintillation counting analysis
CHEMBL3589675,COc1ccc(-c2ccc3nc(C(=O)O)c4c5cccc(Cl)c5[nH]c4c3c2)cc1,10000.0,nM,Inhibition of human recombinant CDK5 using [gamma-33P]ATP as substrate after 30 mins by scintillation counting analysis
CHEMBL3589774,O=C(O)c1nc2ccsc2c2[nH]c3c(Cl)cccc3c12,10000.0,nM,Inhibition of human recombinant CDK5 using [gamma-33P]ATP as substrate after 30 mins by scintillation counting analysis
CHEMBL3589775,O=C(O)c1nc2cccnc2c2[nH]c3c(Br)cccc3c12,10000.0,nM,Inhibition of human recombinant CDK5 using [gamma-33P]ATP as substrate after 30 mins by scintillation counting analysis
